	dmso-mut	drug-mut
0	148.57142857142858	148.02380952380952
1	169.8095238095238	164.16666666666666
2	37.04761904761905	93.47619047619048
3	535.952380952381	293.9047619047619
4	95.69047619047619	137.76190476190476
5	186.64285714285714	134.42857142857142
6	10.928571428571429	234.26190476190476
7	79.33333333333333	276.07142857142856
8	124.28571428571429	119.92857142857143
9	71.80952380952381	159.71428571428572
10	333.9761904761905	130.5
11	141.23809523809524	146.02380952380952
12	104.5952380952381	219.88095238095238
13	123.14285714285714	80.54761904761905
14	173.04761904761904	245.35714285714286
15	61.857142857142854	
16	215.9047619047619	
17	168.95238095238096	
