	dmso	drug
0	85.92857142857143	90.58333333333333
1	74.46428571428571	53.535714285714285
2	51.86904761904762	53.13095238095238
3	66.44047619047619	73.51190476190476
4	120.78571428571429	113.26190476190476
5	51.70238095238095	98.54761904761905
6	56.38095238095238	114.28571428571429
7	57.785714285714285	482.1666666666667
8	57.023809523809526	73.22619047619048
9	175.17857142857142	112.71428571428571
10	58.833333333333336	67.79761904761905
11	56.523809523809526	148.0595238095238
12	101.47619047619048	32.166666666666664
13	47.892857142857146	84.98809523809524
14	158.57142857142858	67.88095238095238
15	156.96428571428572	85.61904761904762
16	125.72619047619048	205.35714285714286
17	88.42857142857143	106.63095238095238
18	128.75	65.3452380952381
19	188.79761904761904	96.4047619047619
20	124.9047619047619	63.73809523809524
21	138.5952380952381	541.8928571428571
22	303.5357142857143	210.64285714285714
23	241.0595238095238	236.16666666666666
24		152.97619047619048
