	dmso	drug
0	893.3571428571429	657.5714285714286
1	994.9285714285714	896.5
2	215.71428571428572	602.7142857142857
3	3182.285714285714	1377.142857142857
4	676.7857142857143	616.2142857142857
5	1346.357142857143	733.5
6	738.5714285714286	1349.0
7	461.5	2909.0
8	619.2857142857143	616.2857142857143
9	284.07142857142856	1063.0
10	1316.5	604.5714285714286
11	1071.2142857142858	1025.357142857143
12	700.5714285714286	1255.7142857142858
13	702.5	737.0
14	806.2142857142857	1238.0
15	325.85714285714283	
16	1136.642857142857	
17	1133.642857142857	
