	dmso-het	dmso-mut
0	391.42857142857144	2645.0714285714284
1	1165.9285714285713	1499.7142857142858
2	532.0	982.7857142857143
3	623.9285714285714	1206.7142857142858
4	936.5714285714286	83.64285714285714
5	650.8571428571429	458.5
6	880.1428571428571	2063.714285714286
7	821.8571428571429	1337.9285714285713
8	1434.857142857143	2045.142857142857
9	510.35714285714283	0.0
10	537.9285714285714	1000.2142857142857
11	693.0	2948.8571428571427
12	536.1428571428571	
13	1067.7857142857142	
14	1382.5714285714287	
15	1413.0	
16	658.4285714285714	
17	437.0	
18	536.7857142857143	
19	571.0	
20	1655.5714285714287	
21	1216.5714285714287	
22	222.0	
23	2436.0714285714284	
24	671.7857142857143	
25	1428.0	
