	dmso-mut	drug-mut
0	606.6428571428571	641.3571428571429
1	390.07142857142856	318.35714285714283
2	1348.4285714285713	613.0
3	138.21428571428572	179.35714285714286
4	1052.357142857143	363.85714285714283
5	384.07142857142856	292.5
6	881.6428571428571	384.92857142857144
7	1417.142857142857	190.21428571428572
8	250.57142857142858	308.2142857142857
9	442.0	416.7142857142857
10	597.9285714285714	329.5
11	765.2142857142857	558.1428571428571
12	413.14285714285717	148.28571428571428
13	687.1428571428571	714.9285714285714
14	1032.7142857142858	952.2857142857143
15	1117.857142857143	672.9285714285714
16	930.2857142857143	352.64285714285717
17	1080.142857142857	790.0714285714286
18		627.3571428571429
19		584.0
