	dmso-wt	dmso-mut
0	1043.1311475409836	651.360655737705
1	532.8196721311475	520.2622950819672
2	440.3606557377049	533.2459016393443
3	620.7049180327868	551.639344262295
4	654.4262295081967	596.8688524590164
5	369.0	572.655737704918
6	514.2459016393443	542.016393442623
7	559.2622950819672	702.344262295082
8	1103.2459016393443	589.7868852459017
9	636.5245901639345	284.4918032786885
10	921.1475409836065	864.2786885245902
11	780.2295081967213	543.344262295082
12	578.1639344262295	775.4754098360655
13	719.2950819672132	605.2295081967213
14		737.311475409836
15		873.7213114754098
16		502.9836065573771
17		423.344262295082
18		418.1311475409836
