	dmso-wt	dmso-mut
0	158.32688938097877	191.0248047462564
1	174.38016955403697	168.2857826062427
2	176.02187748687598	185.0637567909678
3	160.92667640426347	178.55266151596274
4	182.01787589573706	201.16174610008565
5	176.96690544783257	181.852047163565
6	173.86316925587715	194.8229738463047
7	195.34501893536483	184.09331305147515
8	198.88805705506445	196.783036937648
9	203.42102279626963	197.771954472707
10	188.59708273593748	186.61837926773592
11	166.22543490629604	202.7228103418922
12	179.2082663627077	211.908726397872
13	173.26895689417273	188.3258407336029
14		199.6639177773744
15		212.5424420599268
16		194.06261974276248
17		190.93539343904453
18		188.3248459847562
