	dmso-wt	dmso-mut
0	496.8196721311475	405.2295081967213
1	262.3114754098361	245.95081967213116
2	223.01639344262296	345.7049180327869
3	292.37704918032784	294.9016393442623
4	430.8196721311475	397.1475409836066
5	233.36065573770492	309.88524590163934
6	322.4918032786885	381.1967213114754
7	391.39344262295083	440.11475409836066
8	854.327868852459	355.3114754098361
9	414.344262295082	191.18032786885246
10	594.1967213114754	614.5409836065573
11	351.57377049180326	392.60655737704917
12	296.9016393442623	560.0
13	452.1311475409836	395.78688524590166
14		460.11475409836066
15		666.688524590164
16		339.78688524590166
17		285.6885245901639
18		265.8360655737705
