	dmso-wt	dmso-mut
0	0.20710395175879567	0.1514946059222982
1	0.22088623253360543	0.26762292550591127
2	0.22235379824437573	0.09368299980161568
3	0.2095443038385852	0.14841568535802582
4	0.2121133675825156	0.14275205827607
5	0.09648753059210956	0.22792391461089903
6	0.12678462299512364	0.0661808061555284
7	0.2803693640976193	0.047735863620448474
8	0.14821520222489393	0.0955820379849927
9	0.27674950005078996	0.2737273112194809
10	0.43984075402177075	0.16031600145350425
11	0.3322215713730516	0.21977030734583966
12	0.29713584415229366	0.22027908345768152
13	0.2632229108663969	0.22298978881275913
14		0.28701138725516845
15		0.16406836670777247
16		0.12244335324756904
17		0.1844858299342625
18		0.2858436171224475
