	dmso-wt	dmso-mut
0	0.20731428317953046	0.15582606509910757
1	0.22864114866207824	0.27336845035049145
2	0.22694825837764343	0.10271520273943459
3	0.23033238980125065	0.17227339269478234
4	0.23265971374421662	0.14595940215886474
5	0.10316340483643338	0.25243811519076287
6	0.1414866072569872	0.08092746078542823
7	0.31504782654187746	0.05424268628285185
8	0.16084423399277997	0.11457020083426113
9	0.29872799116955967	0.2996639881291633
10	0.48836153401164484	0.20590644659338117
11	0.35883395997972295	0.23429694976956972
12	0.3064186190061553	0.22171476521943392
13	0.2649396789078022	0.2507429314585689
14		0.31337831649270875
15		0.20178890114238154
16		0.13873992003398888
17		0.2162712712412093
18		0.3132382534752031
