	dmso-wt	dmso-mut
0	605.1803278688525	400.3114754098361
1	244.2295081967213	256.7049180327869
2	169.47540983606558	326.8688524590164
3	285.0163934426229	303.655737704918
4	428.8688524590164	449.72131147540983
5	271.72131147540983	346.0327868852459
6	344.04918032786884	413.26229508196724
7	428.40983606557376	463.40983606557376
8	969.8196721311475	335.4590163934426
9	411.672131147541	179.0655737704918
10	640.7704918032787	685.6065573770492
11	459.73770491803276	396.1311475409836
12	326.08196721311475	608.0819672131148
13	569.016393442623	404.4754098360656
14		513.8524590163935
15		760.9672131147541
16		358.1803278688525
17		305.8688524590164
18		238.7377049180328
