	dmso-wt	dmso-mut
0	859.5081967213115	523.8196721311475
1	378.40983606557376	390.73770491803276
2	302.6885245901639	432.39344262295083
3	461.8196721311475	424.9836065573771
4	523.639344262295	513.1639344262295
5	316.5245901639344	465.5081967213115
6	443.57377049180326	463.8032786885246
7	490.9016393442623	575.1311475409836
8	977.639344262295	460.26229508196724
9	533.344262295082	231.327868852459
10	766.4590163934427	764.8196721311475
11	631.7540983606557	460.88524590163934
12	457.78688524590166	688.4754098360655
13	635.655737704918	504.0327868852459
14		607.9180327868852
15		792.5409836065573
16		431.26229508196724
17		357.9672131147541
18		316.9344262295082
