	dmso-wt	dmso-mut
0	9.770491803278688	7.19672131147541
1	9.655737704918034	12.39344262295082
2	10.508196721311476	11.344262295081966
3	11.049180327868852	9.655737704918034
4	8.065573770491802	9.360655737704919
5	11.311475409836065	10.62295081967213
6	8.60655737704918	11.540983606557377
7	6.262295081967213	12.704918032786885
8	7.360655737704918	11.278688524590164
9	8.819672131147541	12.131147540983607
10	10.180327868852459	8.19672131147541
11	10.311475409836065	9.770491803278688
12	7.901639344262295	7.360655737704918
13	5.344262295081967	12.967213114754099
14		6.442622950819672
15		10.098360655737705
16		9.78688524590164
17		10.229508196721312
18		9.62295081967213
