	dmso-wt	dmso-mut
0	1.1106692965507008	1.2201573384501225
1	1.1651553158868846	1.2983086765152083
2	1.1685892532668425	1.4109331863552017
3	1.0983617833741455	1.4855907488074154
4	1.4716030202302464	1.5141645445551042
5	1.5480692996465082	1.351655513770521
6	1.566589752642761	1.7617280684954997
7	1.45505460651715	1.5850547178250252
8	1.7495414770044966	1.7223152481155606
9	1.4415689229583488	1.422771328939145
10	1.5819708438661366	1.8849407747356128
11	1.2907724036517445	1.5024915433278292
12	1.6385829743693305	1.5675798522774438
13	1.4037355351197451	1.6181961227091868
14		1.4718903677038666
15		1.6918052949744367
16		1.6973727460625465
17		1.541968477668471
18		1.4375862324578152
