	dmso-wt	dmso-mut
0	0.18996343091436213	0.16839864186756548
1	0.19085247703729608	0.18374006043978344
2	0.19079427534541712	0.1729066561362441
3	0.214040736026132	0.1631025086699295
4	0.17440881099523237	0.17133994302367264
5	0.18788242267620472	0.16860392046530603
6	0.16115105918305478	0.1766597271306071
7	0.1647037252179336	0.16738393819161757
8	0.177273475076629	0.19053839168040843
9	0.1566004273098365	0.15628991606189044
10	0.16504195633658106	0.174493430738609
11	0.17221167092354236	0.17456123868135184
12	0.18608102172391242	0.16604397302040053
13	0.16470754460670947	0.1634686198788311
14		0.16840034245634633
15		0.17676291418911255
16		0.16106041172623656
17		0.16987969406681502
18		0.1687324987748107
