	dmso-wt	dmso-mut
0	174.32404906937597	227.21670744537437
1	201.2481043184262	216.0018514106494
2	205.93032958901563	257.55627911089005
3	175.19218972668014	261.98928615145104
4	265.343964476331	293.0336246860688
5	270.47358169501234	240.39217213991964
6	274.80010769966697	341.95986687383294
7	276.95685542794007	291.2047077290929
8	348.8389199547179	350.05382907427304
9	288.33692461998476	277.74961127119224
10	294.8140242570358	349.15480310772466
11	211.47500272359045	302.0612666640562
12	303.4366083077655	323.1218110377726
13	235.48047222506295	305.0359299583266
14		283.06226486518705
15		347.38945714655534
16		320.4277476619593
17		287.91797456800657
18		271.9081476945949
