	dmso-wt	dmso-mut
0	0.43420217093009567	0.5067073480713952
1	0.5184814629382937	0.47818200031490116
2	0.5752071591000891	0.4840087598985852
3	0.5557325417780268	0.4519111384561512
4	0.5192399826198792	0.516184613885788
5	0.5193786922382644	0.48342318526158673
6	0.4637090884085854	0.5256132661035886
7	0.5526260670445791	0.426551911280626
8	0.6251867322484131	0.7433709716118474
9	0.5171089638092374	0.5431962397545107
10	0.5966089715488438	0.5197944913434708
11	0.48877807179027816	0.5611002007818876
12	0.58625836520733	0.6040544681048785
13	0.454746900388159	0.4891807063800681
14		0.534795017929079
15		0.5941713049413734
16		0.4976600024135487
17		0.5384741165865293
18		0.5330984535883712
