	dmso-wt	dmso-mut
0	29674.34892326123	44125.70756156635
1	33432.200685655225	25267.68541432762
2	51964.09249384526	26514.298672644938
3	261203.6832399318	20928.76067290235
4	21629.730901181625	19313.460001095038
5	48313.50949319111	41429.12924225178
6	71420.42979871588	30052.31727226221
7	120237.2251333429	15415.464910194645
8	25937.117540071315	38274.273210565
9	21192.128443263435	120929.63740606554
10	23969.076944890323	68394.28701646185
11	26719.134375936592	63946.36097897534
12	50165.30950981336	21320.975174905798
13	107745.23620158414	21927.395780255818
14		35447.959262560056
15		21183.935634037665
16		17828.062885121937
17		27552.36571193753
18		20265.223561175346
