	dmso-wt	dmso-mut
0	19.205320889592397	21.147730380128714
1	20.44541226522915	18.065723382697406
2	21.521116612182098	18.573842242847345
3	22.543195050835084	17.921413806124058
4	19.83535696627051	20.311926697382404
5	20.30750351452639	18.72900357503348
6	18.378286977847075	20.794293669293268
7	20.176947942864484	18.746757614095188
8	21.577544413157284	27.072967374716306
9	19.20663195692203	20.3608547005357
10	18.232473881427367	20.10044717144423
11	16.606943586054328	22.57793230699047
12	22.856193211045696	20.41025209766196
13	16.751340090223007	18.86915526077355
14		18.764159906383973
15		21.417596794494678
16		18.87706006825427
17		20.563079341644816
18		20.075003999947924
