	dmso-wt	dmso-mut
0	13.068157519392596	14.69098795323415
1	14.542345175958644	13.40768680596284
2	15.445540024432677	14.657332872431388
3	15.773907926976335	13.975515800546292
4	15.121615763590698	14.758025466338845
5	15.133611439817635	14.154698295378298
6	13.516226532112785	16.312135419641663
7	15.058180413985609	14.141667186380015
8	16.60373860942563	19.92098409320201
9	14.366062576332409	14.161663147521145
10	14.354745013386333	15.760430638526975
11	12.536277242814887	16.009638295398684
12	15.850520993299279	15.635318861836824
13	12.572820365921423	14.219580877776544
14		14.107437982918988
15		17.053901955990714
16		14.743329303022536
17		15.686827060960768
18		15.00402459937604
