ligand,best_ddg,ddg_rank,ddg_percentile,best_interaction,interaction_rank,interaction_percentile,best_real_motif_count,real_motif_count_rank,real_motif_count_percentile,best_real_motif_ratio,real_motif_ratio_rank,real_motif_ratio_percentile,
Z4647716479,-14.987186,2947,0.29818880906607304,12.0,1122,0.11352828088637054,5.0,128,0.01295153293534352,0.833333,1006,0.10179095416371547,
Z4647716459,-13.970055,4541,0.4594758676515228,12.0,1122,0.11352828088637054,4.0,682,0.06900738642112719,1.0,1,0.00010118385105737125,
Z4875089799,-13.855256,4764,0.4820398664373166,13.0,174,0.017605990083982597,4.0,682,0.06900738642112719,0.666667,1943,0.19660022260447232,
Z4361714899,-13.138917,6030,0.6101386218759486,11.0,3837,0.38824243650713347,6.0,20,0.0020236770211474247,0.75,1218,0.12324193058787818,
Z4361714947,-11.820607,8078,0.8173631488414449,12.0,1122,0.11352828088637054,4.0,682,0.06900738642112719,0.666667,1943,0.19660022260447232,
