	dmso-het	dmso-mut
0	228.29508196721312	405.2295081967213
1	340.1475409836066	245.95081967213116
2	203.54098360655738	345.7049180327869
3	236.88524590163934	294.9016393442623
4	363.72131147540983	397.1475409836066
5	358.0983606557377	309.88524590163934
6	492.57377049180326	381.1967213114754
7	204.7704918032787	440.11475409836066
8	681.5737704918033	355.3114754098361
9	376.2950819672131	191.18032786885246
10	740.5901639344262	614.5409836065573
11	282.8196721311475	392.60655737704917
12	286.39344262295083	560.0
13	361.04918032786884	395.78688524590166
14	346.5081967213115	460.11475409836066
15	248.68852459016392	666.688524590164
16	543.8032786885246	339.78688524590166
17	402.672131147541	285.6885245901639
18	409.91803278688525	265.8360655737705
19	231.60655737704917	
20	221.70491803278688	
21	385.57377049180326	
22	162.14754098360655	
23	494.8196721311475	
24	187.75409836065575	
25	374.21311475409834	
26	443.8360655737705	
27	497.655737704918	
28	488.5081967213115	
29	290.0163934426229	
30	435.9836065573771	
31	601.7540983606557	
32	688.7213114754098	
33	406.0	
34	368.4754098360656	
35	532.983606557377	
36	303.39344262295083	
37	258.1475409836066	
38	287.39344262295083	
39	393.37704918032784	
40	266.0	
41	275.3606557377049	
42	190.31147540983608	
43	536.8688524590164	
44	132.1639344262295	
45	433.672131147541	
46	389.2295081967213	
