	dmso-het	dmso-mut
0	180.13641716380818	191.0248047462564
1	157.23400132770814	168.2857826062427
2	158.9073965429317	185.0637567909678
3	172.97486292673534	178.55266151596274
4	190.99312624980232	201.16174610008565
5	181.463449293109	181.852047163565
6	173.2357298425056	194.8229738463047
7	183.55319568805314	184.09331305147515
8	175.81522541164202	196.783036937648
9	186.31686704316576	197.771954472707
10	205.30124579439354	186.61837926773592
11	176.26877518564737	202.7228103418922
12	185.88502203569732	211.908726397872
13	192.3163564464271	188.3258407336029
14	185.5848386122069	199.6639177773744
15	160.0983011970498	212.5424420599268
16	204.66762424799163	194.06261974276248
17	208.67386783645458	190.93539343904453
18	197.05624058818114	188.3248459847562
19	210.25038970242474	
20	186.50553770587243	
21	185.57327181046077	
22	171.3467914226067	
23	183.97834291466654	
24	183.81058806126563	
25	189.76364634780936	
26	190.4103098005229	
27	172.8243124569215	
28	192.00186183462353	
29	192.8255909876117	
30	184.21425386944154	
31	196.04567871571774	
32	178.61710253092073	
33	190.74219844629027	
34	179.46800325844097	
35	182.08340858611993	
36	181.74268297806404	
37	172.8112480999595	
38	165.14234219880885	
39	175.73840693928128	
40	175.4134285503609	
41	162.44518281231217	
42	173.79664243412816	
43	174.50337489662795	
44	184.47084727640961	
45	178.62541965988189	
46	165.31617436244036	
