	dmso-het	dmso-mut
0	9.442622950819672	7.19672131147541
1	9.704918032786885	12.39344262295082
2	7.065573770491803	11.344262295081966
3	6.0	9.655737704918034
4	10.131147540983607	9.360655737704919
5	7.442622950819672	10.62295081967213
6	6.672131147540983	11.540983606557377
7	11.37704918032787	12.704918032786885
8	8.40983606557377	11.278688524590164
9	10.131147540983607	12.131147540983607
10	4.786885245901639	8.19672131147541
11	7.409836065573771	9.770491803278688
12	10.524590163934427	7.360655737704918
13	10.081967213114755	12.967213114754099
14	8.573770491803279	6.442622950819672
15	9.459016393442623	10.098360655737705
16	7.426229508196721	9.78688524590164
17	10.278688524590164	10.229508196721312
18	10.21311475409836	9.62295081967213
19	11.01639344262295	
20	13.950819672131148	
21	7.032786885245901	
22	16.0	
23	5.967213114754099	
24	12.114754098360656	
25	9.098360655737705	
26	7.114754098360656	
27	10.639344262295081	
28	11.704918032786885	
29	12.721311475409836	
30	9.262295081967213	
31	8.508196721311476	
32	5.049180327868853	
33	10.934426229508198	
34	8.163934426229508	
35	8.852459016393443	
36	10.540983606557377	
37	12.426229508196721	
38	8.442622950819672	
39	9.688524590163935	
40	9.688524590163935	
41	10.131147540983607	
42	6.934426229508197	
43	7.475409836065574	
44	11.327868852459016	
45	7.311475409836065	
46	7.967213114754099	
