	dmso-het	dmso-mut
0	1.217017805679014	1.2201573384501225
1	1.1971769500364013	1.2983086765152083
2	1.1243624449475902	1.4109331863552017
3	1.1507941261266437	1.4855907488074154
4	1.287042732272393	1.5141645445551042
5	1.334178706357366	1.351655513770521
6	1.123695852447297	1.7617280684954997
7	1.5299104686709746	1.5850547178250252
8	1.4526589911143675	1.7223152481155606
9	1.5847574057266731	1.422771328939145
10	1.4178554570933688	1.8849407747356128
11	1.2535297923242859	1.5024915433278292
12	1.5727431668768457	1.5675798522774438
13	1.5641270461043566	1.6181961227091868
14	1.1477402198981308	1.4718903677038666
15	1.5434704700147261	1.6918052949744367
16	1.541845124370372	1.6973727460625465
17	1.7255264642597803	1.541968477668471
18	1.6822752747116252	1.4375862324578152
19	1.4360597328608584	
20	1.4259684007280782	
21	1.8084204846655716	
22	1.7926106305427787	
23	1.4671082771747666	
24	1.467522775775073	
25	1.6551840618892262	
26	1.5897605073419685	
27	1.5950948396723765	
28	1.5560211941859217	
29	1.48883321518666	
30	1.3835214155425188	
31	1.6647849882116543	
32	1.5008998370764162	
33	1.3238090719723663	
34	1.4589733385865586	
35	1.4377406560161403	
36	1.486461282336999	
37	1.5086580939935277	
38	1.1282812340535229	
39	1.1429967559068592	
40	1.1418106131544874	
41	1.4738910133501026	
42	1.421475023768351	
43	1.3863299223680123	
44	1.2060818452858544	
45	1.552857754061744	
46	1.4073732868853726	
