	dmso-wt	drug-wt
0	17.952380952380953	78.1547619047619
1	77.20238095238095	150.91666666666666
2	60.535714285714285	65.16666666666667
3	83.86904761904762	151.39285714285714
4	11.761904761904763	113.85714285714286
5	68.04761904761905	60.464285714285715
6	49.607142857142854	30.785714285714285
7	60.345238095238095	147.04761904761904
8	13.25	150.35714285714286
9	51.32142857142857	122.80952380952381
10	91.77380952380952	104.94047619047619
11	54.023809523809526	161.04761904761904
12	66.95238095238095	175.36904761904762
13	43.45238095238095	146.23809523809524
14	54.61904761904762	141.08333333333334
15	21.166666666666668	
16	34.57142857142857	
17	92.69047619047619	
18	135.9404761904762	
19	91.33333333333333	
20	143.10714285714286	
21	71.71428571428571	
