	dmso	drug
0	26.39095744680851	196.55851063829786
1	115.04521276595744	51.898936170212764
2	28.888297872340427	53.26063829787234
3	29.960106382978722	336.56117021276594
4	26.98404255319149	73.91489361702128
5	51.827127659574465	75.88563829787235
6	92.51329787234043	73.8563829787234
7	85.76329787234043	160.25531914893617
8	228.66489361702128	68.72074468085107
9	189.61436170212767	205.80851063829786
10	48.422872340425535	74.6436170212766
11	218.08244680851064	70.36170212765957
12	218.11968085106383	151.7712765957447
13	132.5877659574468	149.04521276595744
14	208.18617021276594	299.18617021276594
15	102.93882978723404	211.90425531914894
16	78.70212765957447	343.65159574468083
17	217.58244680851064	239.72606382978722
18	27.595744680851062	272.5585106382979
19	26.101063829787233	241.4494680851064
20	38.869680851063826	86.37234042553192
21	64.96808510638297	
22	47.659574468085104	
