	dmso-mut	drug-mut
0	626.2258064516129	129.06451612903226
1	616.2741935483871	548.2258064516129
2	399.7096774193548	367.80645161290323
3	1308.8225806451612	666.516129032258
4	269.7741935483871	139.46774193548387
5	935.258064516129	1093.8870967741937
6	840.4677419354839	231.53225806451613
7	635.5322580645161	762.983870967742
8	879.9516129032259	253.69354838709677
9	1367.032258064516	623.4354838709677
10	651.6451612903226	436.06451612903226
11	923.241935483871	361.258064516129
12	475.741935483871	240.80645161290323
13	749.6290322580645	265.53225806451616
14	466.06451612903226	
