PV-003670504597_1,4zzi_receptor_only_PV-003670504597_1_0.pdb,-12.94623,6.0,1.0,0.166667,2B8H_NAG.pdb_GLN456_NAG_Packing_score:-2.088584_Hbond_score:0.000000
PV-003670504597_1,4zzi_receptor_only_PV-003670504597_1_1.pdb,-11.907245,6.0,2.0,0.333333,7C4I_GOL.pdb_GLN645_GOL_Packing_score:-1.251053_Hbond_score:0.000000
PV-003670504597_1,4zzi_receptor_only_PV-003670504597_1_2.pdb,-12.754986,7.0,2.0,0.285714,6ZRH_EDO.pdb_GLN113_EDO_Packing_score:-1.979112_Hbond_score:0.000000
PV-003670504597_2,4zzi_receptor_only_PV-003670504597_2_0.pdb,-9.863584,6.0,1.0,0.166667,5XN0_GOL.pdb_GLN269_GOL_Packing_score:-1.299668_Hbond_score:0.000000
PV-003670504597_3,4zzi_receptor_only_PV-003670504597_3_0.pdb,-10.81978,6.0,1.0,0.166667,5XN0_GOL.pdb_GLN269_GOL_Packing_score:-1.299668_Hbond_score:0.000000
PV-003670504597_4,4zzi_receptor_only_PV-003670504597_4_0.pdb,-13.159046,7.0,1.0,0.142857,3WJQ_PGE.pdb_ALA257_PGE_Packing_score:-1.287208_Hbond_score:0.000000
PV-003670504597_11,4zzi_receptor_only_PV-003670504597_11_0.pdb,-12.084433,7.0,1.0,0.142857,6G50_EDO.pdb_GLN192_EDO_Packing_score:-1.396594_Hbond_score:0.000000
PV-003670504597_12,4zzi_receptor_only_PV-003670504597_12_0.pdb,-11.793364,5.0,1.0,0.2,3RDE_OYP.pdb_ALA404_OYP_Packing_score:-1.165921_Hbond_score:0.000000
PV-001588154390_1,4zzi_receptor_only_PV-001588154390_1_0.pdb,-9.918646,4.0,1.0,0.25,4V3V_S8F.pdb_GLN478_S8F_Packing_score:-1.524540_Hbond_score:0.000000
PV-001588154390_1,4zzi_receptor_only_PV-001588154390_1_1.pdb,-12.551946,5.0,1.0,0.2,6ANF_B0I.pdb_GLN5_B0I_Packing_score:-1.449687_Hbond_score:0.000000
PV-001588154390_2,4zzi_receptor_only_PV-001588154390_2_0.pdb,-13.46738,7.0,1.0,0.142857,6EB2_J3P.pdb_ALA128_J3P_Packing_score:-1.928697_Hbond_score:0.000000
PV-001588154390_3,4zzi_receptor_only_PV-001588154390_3_0.pdb,-12.427989,5.0,1.0,0.2,5M2B_7DX.pdb_ALA49_7DX_Packing_score:-2.037041_Hbond_score:0.000000
PV-001588154390_11,4zzi_receptor_only_PV-001588154390_11_0.pdb,-13.022874,6.0,1.0,0.166667,6E00_HJY.pdb_ALA9_HJY_Packing_score:-1.015699_Hbond_score:0.000000
PV-001588154390_12,4zzi_receptor_only_PV-001588154390_12_0.pdb,-9.607869,5.0,1.0,0.2,6GW1_CHO.pdb_GLN333_CHO_Packing_score:-2.084852_Hbond_score:0.000000
PV-003670477028_1,4zzi_receptor_only_PV-003670477028_1_0.pdb,-10.566627,6.0,1.0,0.166667,5UPV_8KV.pdb_ALA285_8KV_Packing_score:-1.723772_Hbond_score:0.000000
PV-003670477028_4,4zzi_receptor_only_PV-003670477028_4_0.pdb,-10.110041,6.0,1.0,0.166667,4CPH_LH4.pdb_ALA86_LH4_Packing_score:-2.158791_Hbond_score:0.000000
PV-003670500265_11,4zzi_receptor_only_PV-003670500265_11_0.pdb,-11.414766,8.0,3.0,0.375,5FVB_PEB.pdb_ALA149_PEB_Packing_score:-1.282371_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_0.pdb,-9.435826,6.0,2.0,0.333333,2KTO_2KT.pdb_ALA4_2KT_Packing_score:-1.204988_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_1.pdb,-10.101604,7.0,2.0,0.285714,5GN9_6Y0.pdb_ALA216_6Y0_Packing_score:-1.310715_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_2.pdb,-10.805728,6.0,2.0,0.333333,5U5G_NAP.pdb_ALA71_NAP_Packing_score:-1.663141_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_3.pdb,-11.92456,6.0,2.0,0.333333,1GX7_HEC.pdb_ALA4_HEC_Packing_score:-1.440350_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_4.pdb,-9.48202,7.0,4.0,0.571429,5LZ9_7BR.pdb_ALA155_7BR_Packing_score:-1.068394_Hbond_score:0.000000
PV-002951620122_1,4zzi_receptor_only_PV-002951620122_1_5.pdb,-9.412169,7.0,3.0,0.428571,1L0N_HEM.pdb_ALA87_HEM_Packing_score:-1.314717_Hbond_score:0.000000
PV-002951620122_2,4zzi_receptor_only_PV-002951620122_2_0.pdb,-11.556211,6.0,2.0,0.333333,7OV5_MYR.pdb_ALA213_MYR_Packing_score:-1.844081_Hbond_score:0.000000
PV-002951620122_2,4zzi_receptor_only_PV-002951620122_2_1.pdb,-12.568073,8.0,3.0,0.375,7RR6_D12.pdb_ALA385_D12_Packing_score:-1.183766_Hbond_score:0.000000
PV-002951620122_3,4zzi_receptor_only_PV-002951620122_3_0.pdb,-10.076764,8.0,2.0,0.25,5XTE_PEE.pdb_ALA132_PEE_Packing_score:-1.898306_Hbond_score:0.000000
PV-002951620122_3,4zzi_receptor_only_PV-002951620122_3_1.pdb,-12.097192,8.0,1.0,0.125,2LWI_KOB.pdb_GLN70_KOB_Packing_score:-4.112431_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_0.pdb,-11.591956,6.0,2.0,0.333333,5ZGB_ZEX.pdb_ALA69_ZEX_Packing_score:-1.296753_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_1.pdb,-10.581565,5.0,2.0,0.4,2E76_HEM.pdb_ALA5_HEM_Packing_score:-1.026608_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_2.pdb,-11.178034,5.0,2.0,0.4,3QI8_HEM.pdb_ALA406_HEM_Packing_score:-1.478355_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_3.pdb,-9.689293,7.0,3.0,0.428571,2O6P_HEM.pdb_ALA49_HEM_Packing_score:-1.293514_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_4.pdb,-10.602573,6.0,2.0,0.333333,6X1M_UKS.pdb_ALA856_UKS_Packing_score:-1.398008_Hbond_score:0.000000
PV-002951620122_4,4zzi_receptor_only_PV-002951620122_4_5.pdb,-11.060821,7.0,2.0,0.285714,6V8S_2AN.pdb_ALA125_2AN_Packing_score:-1.499836_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_0.pdb,-9.573162,8.0,4.0,0.5,6VBI_FZA.pdb_ALA767_FZA_Packing_score:-1.221501_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_1.pdb,-9.263281,7.0,2.0,0.285714,5KDY_ANN.pdb_ALA248_ANN_Packing_score:-1.448893_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_2.pdb,-12.020381,6.0,2.0,0.333333,4YAI_GGE.pdb_ALA146_GGE_Packing_score:-1.139349_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_3.pdb,-12.604417,7.0,4.0,0.571429,6IJO_BCR.pdb_ALA212_BCR_Packing_score:-1.289547_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_4.pdb,-13.094788,6.0,2.0,0.333333,7A4P_BCR.pdb_ALA212_BCR_Packing_score:-1.225104_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_5.pdb,-9.245942,7.0,2.0,0.285714,6JO5_BCR.pdb_ALA212_BCR_Packing_score:-1.254859_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_6.pdb,-9.76731,7.0,3.0,0.428571,6C3J_EJD.pdb_ALA248_EJD_Packing_score:-1.271541_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_7.pdb,-11.496628,5.0,3.0,0.6,4U3D_3BX.pdb_ALA181_3BX_Packing_score:-1.213216_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_8.pdb,-10.783633,6.0,1.0,0.166667,5DRO_ZH2.pdb_ALA181_ZH2_Packing_score:-1.389495_Hbond_score:0.000000
PV-002951620122_5,4zzi_receptor_only_PV-002951620122_5_9.pdb,-9.281799,7.0,2.0,0.285714,7JXB_VLG.pdb_ALA248_VLG_Packing_score:-1.390625_Hbond_score:0.000000
PV-002951620122_6,4zzi_receptor_only_PV-002951620122_6_0.pdb,-11.593458,9.0,3.0,0.333333,6KEZ_NAD.pdb_ALA123_NAD_Packing_score:-1.036951_Hbond_score:0.000000
PV-002951620122_6,4zzi_receptor_only_PV-002951620122_6_1.pdb,-11.740493,6.0,3.0,0.5,1LID_OLA.pdb_ALA33_OLA_Packing_score:-1.037527_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_0.pdb,-10.910232,8.0,4.0,0.5,6LY5_CLA.pdb_ALA153_CLA_Packing_score:-1.069949_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_1.pdb,-9.489618,7.0,1.0,0.142857,6C2D_EH1.pdb_ALA248_EH1_Packing_score:-1.463173_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_2.pdb,-9.055368,7.0,3.0,0.428571,4EGM_EGM.pdb_ALA248_EGM_Packing_score:-1.463305_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_3.pdb,-10.507332,7.0,2.0,0.285714,2P85_IND.pdb_ALA301_IND_Packing_score:-1.203112_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_4.pdb,-10.899638,7.0,2.0,0.285714,4EGP_FIV.pdb_ALA248_FIV_Packing_score:-1.317819_Hbond_score:0.000000
PV-002951620122_7,4zzi_receptor_only_PV-002951620122_7_5.pdb,-11.558638,6.0,2.0,0.333333,3OQF_S51.pdb_GLN13_S51_Packing_score:-1.375600_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_0.pdb,-9.310743,6.0,1.0,0.166667,3BBF_DTT.pdb_ALA146_DTT_Packing_score:-1.419073_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_1.pdb,-10.50396,9.0,3.0,0.333333,3CHQ_4BQ.pdb_ALA137_4BQ_Packing_score:-1.152466_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_2.pdb,-10.673501,7.0,4.0,0.571429,3FTY_3IP.pdb_ALA137_3IP_Packing_score:-1.220628_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_3.pdb,-10.429163,7.0,4.0,0.571429,3FU5_492.pdb_ALA137_492_Packing_score:-1.021144_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_4.pdb,-10.017949,6.0,4.0,0.666667,5DRO_ZH2.pdb_ALA181_ZH2_Packing_score:-1.389495_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_5.pdb,-11.278618,8.0,3.0,0.375,7AV1_RZK.pdb_ALA137_RZK_Packing_score:-1.075681_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_6.pdb,-12.339771,8.0,2.0,0.25,6A60_9CR.pdb_ALA272_9CR_Packing_score:-1.027045_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_7.pdb,-9.710406,9.0,2.0,0.222222,3E8R_615.pdb_ALA439_615_Packing_score:-2.857895_Hbond_score:0.000000
PV-002951620122_8,4zzi_receptor_only_PV-002951620122_8_8.pdb,-12.77926,8.0,1.0,0.125,2W71_L23.pdb_GLN233_L23_Packing_score:-1.641503_Hbond_score:0.000000
