	dmso	drug
0	412.40625	205.828125
1	91.734375	144.375
2	282.1875	336.625
3	258.75	169.234375
4	273.1875	215.359375
5	303.609375	287.234375
6	174.109375	332.078125
7	284.90625	669.875
8	709.59375	392.15625
9	407.84375	537.484375
10	325.9375	379.03125
11	454.578125	947.984375
12	336.359375	454.671875
13	554.578125	397.96875
14	790.796875	223.96875
15	760.171875	805.03125
16	971.40625	234.53125
17	891.546875	608.4375
18	553.34375	488.4375
19	577.53125	294.4375
20	369.9375	482.03125
21	265.5	383.265625
22	398.921875	583.78125
23	725.53125	
