	dmso	drug
0	132.75	79.46428571428571
1	30.702380952380953	40.86904761904762
2	55.29761904761905	101.16666666666667
3	83.48809523809524	30.892857142857142
4	77.19047619047619	44.79761904761905
5	79.82142857142857	75.26190476190476
6	43.54761904761905	106.6547619047619
7	76.10714285714286	181.41666666666666
8	98.48809523809524	45.5
9	48.51190476190476	166.76190476190476
10	64.35714285714286	62.773809523809526
11	165.29761904761904	363.45238095238096
12	57.63095238095238	98.19047619047619
13	126.54761904761905	176.53571428571428
14	121.86904761904762	63.69047619047619
15	179.78571428571428	285.9166666666667
16	317.2261904761905	31.416666666666668
17	303.2261904761905	281.7857142857143
18	290.04761904761904	132.23809523809524
19	203.64285714285714	97.8452380952381
20	102.41666666666667	177.95238095238096
21	53.23809523809524	158.77380952380952
22	84.01190476190476	196.02380952380952
23	200.89285714285714	
