	dmso-het	drug-het
0	327.25396825396825	283.8253968253968
1	366.6031746031746	553.1904761904761
2	884.047619047619	166.84126984126985
3	477.77777777777777	349.57142857142856
4	563.3492063492064	624.2380952380952
5	864.3015873015873	698.0
6	1041.6190476190477	562.5714285714286
7	364.031746031746	856.3174603174604
8	729.8412698412699	505.6507936507937
9	759.4285714285714	728.7460317460317
10	1433.3809523809523	458.968253968254
11	428.8253968253968	562.936507936508
12	511.6984126984127	923.936507936508
13	968.7142857142857	262.8412698412698
14	1168.095238095238	852.4920634920635
15	920.3492063492064	480.73015873015873
16	1094.2222222222222	435.23809523809524
17	526.7777777777778	518.0
18	1369.1746031746031	935.936507936508
19	861.6190476190476	1043.7301587301588
20	976.968253968254	1185.4285714285713
21	1001.8253968253969	580.6190476190476
22		548.6507936507936
23		1023.031746031746
24		539.3174603174604
25		552.5714285714286
