,Start Time:,2025-09-08 15:00:00, End Time:,2025-09-11 08:00:00, Normalization:,None,,,
2025-09-10 04:00:00,52,78.67,71.74,149.71,213.63,50.43,147.2,68.68,26.59
2025-09-10 05:00:00,53,176.32,56,504.29,41.03,57.13,48.39,102.45,144.86
2025-09-10 06:00:00,54,24.16,140.76,26.5,123.58,93.78,143.91,265.08,348.4
2025-09-10 07:00:00,55,175.05,81.68,33.96,269.83,24.11,28.82,128.74,350.4
2025-09-10 08:00:00,56,57.59,48.71,53.77,45.46,123.45,132.83,85.81,247.86
2025-09-10 09:00:00,57,27.33,20.55,11.14,30,38.85,26.42,8.31,146.82
2025-09-10 10:00:00,58,12.9,32.43,28.34,53.86,24.29,21.67,91.7,79.08
2025-09-10 11:00:00,59,60.62,31.82,9.41,28.95,70.96,38.58,19.12,11.94
2025-09-10 12:00:00,60,14.08,31.79,29.53,13.22,17.07,85.11,46.87,14.62
2025-09-10 13:00:00,61,43.26,97.44,16.09,46.52,25.74,47.67,27.83,22.86
2025-09-10 14:00:00,62,16.3,9.47,23.25,23.86,20.74,21.7,8.55,24.49
2025-09-10 15:00:00,63,33.67,20.97,13.85,26.27,91.56,35.55,44,14.64
2025-09-10 16:00:00,64,11.57,15.27,50.44,11,17.89,9.33,17.93,22.45
2025-09-10 17:00:00,65,32.92,39.46,9.26,40.6,16.88,41.54,20.77,19.77
2025-09-10 18:00:00,66,17.14,25.63,33.77,27.37,37.19,36.65,14.5,55.94
2025-09-10 19:00:00,67,30.13,25.42,25.46,25.04,32.06,23.27,41.24,29.03
2025-09-10 20:00:00,68,88.87,110.28,82.13,254.15,82.07,206.93,92.18,51.1
2025-09-10 21:00:00,69,85.69,60.38,188.56,390,84.52,713.2,210.25,289.17
2025-09-10 22:00:00,70,29.26,35.29,262.31,436,306.55,228.27,213.5,499.43
2025-09-10 23:00:00,71,101.93,144.27,246.43,391.11,125.39,123.33,119.05,29.49
2025-09-11 00:00:00,72,496.86,312.18,351.4,263.54,30.82,42.5,25.8,63.18
2025-09-11 01:00:00,73,98.38,57.83,390.67,41.94,59.08,17,108.59,242
2025-09-11 02:00:00,74,21.54,34.16,81.36,40.7,308.8,13.88,57.62,44
2025-09-11 03:00:00,75,110.9,42.57,131.3,262,30.12,20.96,22.94,21.67
2025-09-11 04:00:00,76,41.86,65.52,260,37.25,60.65,101.88,38.53,260.15
2025-09-11 05:00:00,77,121.18,285,316.55,71.93,1194.67,228.27,167.2,134.24
2025-09-11 06:00:00,78,158.7,71.08,711.6,124.08,43.29,159.43,168,186.33
2025-09-11 07:00:00,79,22.07,143.04,50.17,15.14,115.05,316.55,44.63,211.88
