,Start Time:,2025-09-08 15:00:00, End Time:,2025-09-11 08:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,M1,M2,M3,M4,M5,M6,M7,M8
2025-09-08 15:00:00,15,5.11,11.11,4.56,3.68,3.78,5,6.24,5.5
2025-09-08 16:00:00,16,7.74,8.64,3.85,6.98,7.66,4.94,5.55,5.79
2025-09-08 17:00:00,17,6.24,5.14,4.72,8.2,6.12,7.92,5.96,4.11
2025-09-08 18:00:00,18,7.36,5.33,7.38,5.36,6.96,5.65,4.55,5.94
2025-09-08 19:00:00,19,5.88,6.93,4.76,5.55,3.46,4.53,5.47,5.53
2025-09-08 20:00:00,20,11.06,15.2,9.25,7.83,10.13,6.57,6,6
2025-09-08 21:00:00,21,8.35,3.2,9,14.18,10,0,4.2,4.85
2025-09-08 22:00:00,22,4.3,4.46,0,7.43,9.5,3,4.82,5.75
2025-09-08 23:00:00,23,8.8,8,5,4,5.76,3.88,6,5.6
2025-09-09 00:00:00,24,4.96,4.57,4,8.51,5.36,4.1,6.61,6.37
2025-09-09 01:00:00,25,4.62,6.33,4.33,7.09,7.32,4,4.65,6.18
2025-09-09 02:00:00,26,5.52,5.14,5.91,7.58,5.22,3.14,7.05,7.33
2025-09-09 03:00:00,27,8.24,6.4,6.29,6.55,6.15,4.48,7.11,7.9
2025-09-09 04:00:00,28,5,4.75,7.27,8.65,9.75,4,5.92,12.29
2025-09-09 05:00:00,29,16.08,5.38,3.35,4.22,6.28,3.33,8.42,4.5
2025-09-09 06:00:00,30,3.31,5.48,7.76,6.73,5.4,4,6.29,5.47
2025-09-09 07:00:00,31,4.9,5.4,4.81,9.51,5.25,4.17,6.36,4.57
2025-09-09 08:00:00,32,2.67,6.89,5.54,7.24,4.41,5.91,6.14,5.21
2025-09-09 09:00:00,33,5.81,8.48,7.36,7.33,6.8,4.7,5.33,4.82
2025-09-09 10:00:00,34,7.05,6.27,4.96,9.88,5.08,5.64,7.8,6.33
2025-09-09 11:00:00,35,3.92,5.75,7.44,7.53,8.8,3.14,6.36,7.75
2025-09-09 12:00:00,36,5.81,6.14,6.36,7.22,4.17,6.67,8.47,7.23
2025-09-09 13:00:00,37,6.18,5.04,12.88,5.4,7.04,4.25,6.64,4.3
2025-09-09 14:00:00,38,4.7,6.62,5.47,13.55,4.57,7.22,12.88,7.45
2025-09-09 15:00:00,39,8,11,2.8,4.92,7.68,6.55,5.33,4.8
2025-09-09 16:00:00,40,7.45,2.7,4.92,5.88,4.71,8.63,5.41,7.42
2025-09-09 17:00:00,41,10.91,8.08,4.2,6.63,4,6.15,6.18,4.29
2025-09-09 18:00:00,42,7.33,5.57,4.11,5,4.79,5.65,4.2,7.73
2025-09-09 19:00:00,43,6.7,5.65,2.67,7.3,7.84,7.68,4.86,6.55
2025-09-09 20:00:00,44,5.48,5,4.8,5.33,5.85,8,9.2,5.29
2025-09-09 21:00:00,45,4.57,8.6,5.08,6.25,5.73,5.43,5.5,4.5
2025-09-09 22:00:00,46,6,4.4,4,4.56,4.89,5.86,7,3
2025-09-09 23:00:00,47,5.53,6.9,4.38,6,4.84,4.25,4.08,4.86
2025-09-10 00:00:00,48,5.75,7.6,4,20.67,7.36,4.32,9,5.35
