	dmso-wt	drug-wt
0	1.4538867350024354	1.3197001698399544
1	1.5440684912958502	1.3762508110491447
2	1.6647600882257902	1.6602331950740001
3	1.7636807619962025	1.4128361023000315
4	1.4800404630374724	1.4338906089703547
5	1.557968384923737	1.3419580869704986
6	1.756584181636777	1.5742018944550247
7	1.7204007443530163	1.7387101744540792
8	1.8743245058380682	1.513330015983234
9	1.6634136005493863	1.7589923591861432
10	1.914186201550857	1.9231304602928472
11	1.842392854517916	2.059910816340383
12	1.8681156759957847	2.1525553685252943
13	1.7456988956599546	2.109179992109548
14	1.8878054315732729	1.6970796669276726
15	2.03949286025179	1.7956584715437711
16	1.992296928881218	1.7644945181047214
17	1.7269682137345317	2.1362114529180407
18	1.9313998860469055	
19	1.7231621105625503	
20	1.687037120194757	
