	dmso	drug
0	288.14285714285717	243.14285714285714
1	381.7142857142857	218.64285714285714
2	128.78571428571428	385.07142857142856
3	620.1428571428571	583.9285714285714
4	1958.857142857143	1138.5
5	350.2857142857143	644.2142857142857
6	189.71428571428572	291.35714285714283
7	106.0	413.35714285714283
8	331.14285714285717	103.0
9	1250.2857142857142	906.0714285714286
10	828.6428571428571	167.78571428571428
11	1433.0714285714287	583.5
12	900.5714285714286	74.0
13	326.35714285714283	87.85714285714286
14	1915.0714285714287	1537.5714285714287
15	1878.4285714285713	561.9285714285714
16	573.2142857142857	374.07142857142856
17	1759.4285714285713	579.1428571428571
18	587.2857142857143	455.42857142857144
19	686.8571428571429	
20	685.7857142857143	
21	809.6428571428571	
22	1008.0	
23	199.92857142857142	
