	dmso	drug
0	160.27380952380952	47.654761904761905
1	121.28571428571429	170.96428571428572
2	70.89285714285714	284.8452380952381
3	47.32142857142857	12.75
4	145.35714285714286	135.01190476190476
5	56.79761904761905	40.73809523809524
6	72.0	79.16666666666667
7	88.22619047619048	174.11904761904762
8	274.17857142857144	125.13095238095238
9	81.3452380952381	31.5
10	47.226190476190474	54.607142857142854
11	147.66666666666666	94.3452380952381
12	19.773809523809526	81.52380952380952
13	155.5595238095238	218.01190476190476
14	48.44047619047619	303.2738095238095
15	33.904761904761905	50.845238095238095
16	113.10714285714286	140.22619047619048
17	339.54761904761904	344.79761904761904
18	78.73809523809524	192.10714285714286
19	137.52380952380952	330.3809523809524
20	50.964285714285715	
21	93.03571428571429	
22	140.67857142857142	
23	306.4642857142857	
