	dmso	drug
0	329.15625	411.984375
1	413.765625	115.125
2	191.953125	265.328125
3	464.328125	106.421875
4	445.109375	46.578125
5	245.765625	52.265625
6	586.359375	246.40625
7	530.296875	182.21875
8	658.578125	247.59375
9	273.234375	276.5625
10	438.9375	82.140625
11	305.921875	294.640625
12	329.328125	114.5
13	835.703125	137.875
14	444.03125	113.375
15	610.296875	169.484375
16	680.734375	292.71875
17	252.71875	259.875
18	283.75	190.59375
19	686.546875	140.4375
20	555.34375	196.953125
21	394.890625	340.453125
22	464.078125	107.90625
23	513.265625	191.453125
24	491.46875	
25	499.28125	
