	dmso	drug
0	54.61038961038961	69.05974025974027
1	69.48571428571428	19.763636363636362
2	32.1974025974026	44.472727272727276
3	77.42857142857143	19.431168831168833
4	75.97402597402598	7.864935064935065
5	41.53506493506494	9.135064935064936
6	98.98181818181818	42.87012987012987
7	87.94285714285714	31.35844155844156
8	109.47532467532467	41.75584415584416
9	46.48571428571429	45.96623376623376
10	73.31948051948052	13.815584415584416
11	51.077922077922075	49.6987012987013
12	56.75584415584416	19.766233766233768
13	140.51168831168832	23.929870129870128
14	72.21038961038961	19.345454545454544
15	103.11948051948052	28.711688311688313
16	114.83376623376624	49.506493506493506
17	42.02597402597402	44.95324675324675
18	47.846753246753245	32.46493506493506
19	116.08051948051948	23.953246753246752
20	92.37402597402597	33.13506493506493
21	66.34545454545454	57.80779220779221
22	77.83376623376624	18.76103896103896
23	83.97662337662338	32.36103896103896
24	82.67532467532467	
25	84.82077922077922	
