	dmso	drug
0	40.483333333333334	145.85
1	32.75	35.016666666666666
2	27.6	160.88333333333333
3	28.516666666666666	24.233333333333334
4	31.233333333333334	64.31666666666666
5	36.516666666666666	26.8
6	36.46666666666667	52.016666666666666
7	39.96666666666667	48.31666666666667
8	74.91666666666667	30.45
9	69.48333333333333	42.166666666666664
10	22.3	48.85
11	19.6	27.566666666666666
12	27.783333333333335	44.916666666666664
13	150.75	12.75
14	36.05	119.68333333333334
15	27.6	33.483333333333334
16	39.81666666666667	42.083333333333336
17	44.516666666666666	
18	85.51666666666667	
19	43.81666666666667	
20	68.9	
