	dmso_wt	dmso_het
0	283.92857142857144	259.07142857142856
1	281.14285714285717	717.8571428571429
2	454.5	238.64285714285714
3	615.3571428571429	572.8571428571429
4	569.0	1205.5
5	453.5	1578.2857142857142
6	229.71428571428572	668.2142857142857
7	342.7142857142857	696.3571428571429
8	658.2142857142857	821.7142857142857
9	572.0714285714286	647.5714285714286
10	715.2142857142857	700.7857142857143
11	575.0714285714286	2324.285714285714
12	220.71428571428572	1195.142857142857
13	1087.7857142857142	471.57142857142856
14	593.7142857142857	607.3571428571429
15	576.2857142857143	2243.4285714285716
16	289.35714285714283	2059.0
17	997.0714285714286	527.8571428571429
18	853.5	671.2142857142857
19	248.71428571428572	778.5
20	1146.7857142857142	1812.7857142857142
21	592.8571428571429	381.7857142857143
22	466.2857142857143	1330.5
23		640.0714285714286
24		1151.2857142857142
