	dmso_wt	dmso_het
0	0.71	0.5916666666666667
1	0.39166666666666666	2.305
2	0.49333333333333335	0.82
3	0.295	1.3016666666666667
4	1.1066666666666667	4.69
5	0.36666666666666664	1.9066666666666667
6	0.46	1.9466666666666668
7	0.5516666666666666	1.69
8	2.151666666666667	5.151666666666666
9	3.0516666666666667	1.7116666666666667
10	0.825	3.5233333333333334
11	1.6283333333333334	1.5666666666666667
12	1.3133333333333332	2.4033333333333333
13	18.45	0.815
14	1.0016666666666667	0.7883333333333333
15	0.9916666666666667	1.1216666666666666
16	0.48	3.185
17	0.9416666666666667	2.82
18	0.66	1.1016666666666666
19	1.3083333333333333	3.0866666666666664
20	0.8666666666666667	3.533333333333333
21	2.225	1.4166666666666667
22	1.1583333333333334	3.191666666666667
23		2.1366666666666667
24		1.4783333333333333
