	dmso_wt	dmso_het
0	47.2	23.1
1	23.0	147.7
2	32.5	47.8
3	18.4	83.5
4	64.5	276.5
5	34.7	129.0
6	48.8	104.1
7	32.8	101.6
8	119.9	295.1
9	182.7	107.9
10	48.8	203.9
11	87.7	106.0
12	86.1	138.8
13	1053.0	48.7
14	60.0	50.5
15	85.2	76.9
16	29.9	173.2
17	55.7	164.5
18	45.9	65.0
19	87.3	216.0
20	72.5	207.4
21	128.6	81.5
22	69.2	174.0
23		123.9
24		90.8
