ligand,rmsd
Z1907784975,1.822773011206107
Z2732986066,0.6248510549213613
Z3343635604,2.767275889154976
Z4324535763,2.767588006091096
Z5185631889,2.0336287169922644
Z5185631911,1.6428794556885224
Z5348530222,6.791364734629477
Z5348530626,2.6689885113176066
Z5348530683,1.5918590398778378
Z5348530741,5.789600825872498
