	dmso-mut	drug-mut
0	2.445	2.0533333333333332
1	1.3933333333333333	5.241666666666666
2	1.9033333333333333	0.73
3	1.3133333333333332	1.9
4	3.1616666666666666	1.9
5	2.4783333333333335	1.43
6	5.376666666666667	4.06
7	1.8	1.135
8	27.18166666666667	1.565
9	1.4816666666666667	2.295
10	13.485	1.9166666666666667
11	6.535	3.158333333333333
12	2.9766666666666666	1.0733333333333333
13	2.265	3.1466666666666665
14	1.8966666666666667	3.2283333333333335
15	2.525	2.5383333333333336
16	2.4833333333333334	2.2116666666666664
17	3.058333333333333	1.56
18	2.5216666666666665	1.4566666666666668
19	1.23	2.44
20	2.921666666666667	
21	1.4383333333333332	
