	dmso-mut	drug-mut
0	39.666666666666664	34.317460317460316
1	42.904761904761905	44.84126984126984
2	42.93650793650794	31.317460317460316
3	34.285714285714285	38.95238095238095
4	44.76190476190476	38.22222222222222
5	41.492063492063494	40.857142857142854
6	42.095238095238095	44.77777777777778
7	38.666666666666664	32.79365079365079
8	50.0	35.285714285714285
9	37.96825396825397	42.57142857142857
10	46.98412698412698	38.3968253968254
11	44.82539682539682	36.57142857142857
12	41.63492063492063	34.07936507936508
13	35.23809523809524	39.682539682539684
14	40.3968253968254	36.285714285714285
15	43.36507936507937	43.06349206349206
16	39.6031746031746	37.57142857142857
17	36.93650793650794	35.95238095238095
18	41.84126984126984	30.285714285714285
19	45.38095238095238	37.73015873015873
20	46.36507936507937	
21	36.07936507936508	
