ultra_large/ligand_inputs/paper_ligands/1,ultra_large/output_data/paper_ligands/1
ultra_large/ligand_inputs/paper_ligands/2,ultra_large/output_data/paper_ligands/2
ultra_large/ligand_inputs/paper_ligands/3,ultra_large/output_data/paper_ligands/3
ultra_large/ligand_inputs/paper_ligands/4,ultra_large/output_data/paper_ligands/4
ultra_large/ligand_inputs/paper_ligands/5,ultra_large/output_data/paper_ligands/5
ultra_large/ligand_inputs/paper_ligands/6,ultra_large/output_data/paper_ligands/6
ultra_large/ligand_inputs/condensed_params_and_db_0/0,ultra_large/output_data/condensed_params_and_db_0/0
ultra_large/ligand_inputs/condensed_params_and_db_0/1,ultra_large/output_data/condensed_params_and_db_0/1
ultra_large/ligand_inputs/condensed_params_and_db_0/2,ultra_large/output_data/condensed_params_and_db_0/2
ultra_large/ligand_inputs/condensed_params_and_db_0/3,ultra_large/output_data/condensed_params_and_db_0/3
ultra_large/ligand_inputs/condensed_params_and_db_0/4,ultra_large/output_data/condensed_params_and_db_0/4
ultra_large/ligand_inputs/condensed_params_and_db_0/5,ultra_large/output_data/condensed_params_and_db_0/5
ultra_large/ligand_inputs/condensed_params_and_db_0/6,ultra_large/output_data/condensed_params_and_db_0/6
ultra_large/ligand_inputs/condensed_params_and_db_0/7,ultra_large/output_data/condensed_params_and_db_0/7
ultra_large/ligand_inputs/condensed_params_and_db_0/8,ultra_large/output_data/condensed_params_and_db_0/8
ultra_large/ligand_inputs/condensed_params_and_db_0/9,ultra_large/output_data/condensed_params_and_db_0/9
ultra_large/ligand_inputs/condensed_params_and_db_0/10,ultra_large/output_data/condensed_params_and_db_0/10
ultra_large/ligand_inputs/condensed_params_and_db_0/11,ultra_large/output_data/condensed_params_and_db_0/11
ultra_large/ligand_inputs/condensed_params_and_db_0/12,ultra_large/output_data/condensed_params_and_db_0/12
ultra_large/ligand_inputs/condensed_params_and_db_0/13,ultra_large/output_data/condensed_params_and_db_0/13
ultra_large/ligand_inputs/condensed_params_and_db_0/14,ultra_large/output_data/condensed_params_and_db_0/14
ultra_large/ligand_inputs/condensed_params_and_db_0/15,ultra_large/output_data/condensed_params_and_db_0/15
ultra_large/ligand_inputs/condensed_params_and_db_0/16,ultra_large/output_data/condensed_params_and_db_0/16
ultra_large/ligand_inputs/condensed_params_and_db_0/17,ultra_large/output_data/condensed_params_and_db_0/17
ultra_large/ligand_inputs/condensed_params_and_db_0/18,ultra_large/output_data/condensed_params_and_db_0/18
ultra_large/ligand_inputs/condensed_params_and_db_0/19,ultra_large/output_data/condensed_params_and_db_0/19
ultra_large/ligand_inputs/condensed_params_and_db_0/20,ultra_large/output_data/condensed_params_and_db_0/20
ultra_large/ligand_inputs/condensed_params_and_db_0/21,ultra_large/output_data/condensed_params_and_db_0/21
ultra_large/ligand_inputs/condensed_params_and_db_0/22,ultra_large/output_data/condensed_params_and_db_0/22
ultra_large/ligand_inputs/condensed_params_and_db_0/23,ultra_large/output_data/condensed_params_and_db_0/23
ultra_large/ligand_inputs/condensed_params_and_db_0/24,ultra_large/output_data/condensed_params_and_db_0/24
ultra_large/ligand_inputs/condensed_params_and_db_0/25,ultra_large/output_data/condensed_params_and_db_0/25
ultra_large/ligand_inputs/condensed_params_and_db_0/26,ultra_large/output_data/condensed_params_and_db_0/26
ultra_large/ligand_inputs/condensed_params_and_db_0/27,ultra_large/output_data/condensed_params_and_db_0/27
ultra_large/ligand_inputs/condensed_params_and_db_0/28,ultra_large/output_data/condensed_params_and_db_0/28
ultra_large/ligand_inputs/condensed_params_and_db_0/29,ultra_large/output_data/condensed_params_and_db_0/29
ultra_large/ligand_inputs/condensed_params_and_db_0/30,ultra_large/output_data/condensed_params_and_db_0/30
ultra_large/ligand_inputs/condensed_params_and_db_0/31,ultra_large/output_data/condensed_params_and_db_0/31
ultra_large/ligand_inputs/condensed_params_and_db_0/32,ultra_large/output_data/condensed_params_and_db_0/32
ultra_large/ligand_inputs/condensed_params_and_db_0/33,ultra_large/output_data/condensed_params_and_db_0/33
ultra_large/ligand_inputs/condensed_params_and_db_0/34,ultra_large/output_data/condensed_params_and_db_0/34
ultra_large/ligand_inputs/condensed_params_and_db_0/35,ultra_large/output_data/condensed_params_and_db_0/35
ultra_large/ligand_inputs/condensed_params_and_db_0/36,ultra_large/output_data/condensed_params_and_db_0/36
ultra_large/ligand_inputs/condensed_params_and_db_0/37,ultra_large/output_data/condensed_params_and_db_0/37
ultra_large/ligand_inputs/condensed_params_and_db_0/38,ultra_large/output_data/condensed_params_and_db_0/38
ultra_large/ligand_inputs/condensed_params_and_db_0/39,ultra_large/output_data/condensed_params_and_db_0/39
ultra_large/ligand_inputs/condensed_params_and_db_0/40,ultra_large/output_data/condensed_params_and_db_0/40
ultra_large/ligand_inputs/condensed_params_and_db_0/41,ultra_large/output_data/condensed_params_and_db_0/41
ultra_large/ligand_inputs/condensed_params_and_db_0/42,ultra_large/output_data/condensed_params_and_db_0/42
ultra_large/ligand_inputs/condensed_params_and_db_0/43,ultra_large/output_data/condensed_params_and_db_0/43
ultra_large/ligand_inputs/condensed_params_and_db_0/44,ultra_large/output_data/condensed_params_and_db_0/44
ultra_large/ligand_inputs/condensed_params_and_db_0/45,ultra_large/output_data/condensed_params_and_db_0/45
ultra_large/ligand_inputs/condensed_params_and_db_0/46,ultra_large/output_data/condensed_params_and_db_0/46
ultra_large/ligand_inputs/condensed_params_and_db_0/47,ultra_large/output_data/condensed_params_and_db_0/47
ultra_large/ligand_inputs/condensed_params_and_db_0/48,ultra_large/output_data/condensed_params_and_db_0/48
ultra_large/ligand_inputs/condensed_params_and_db_0/49,ultra_large/output_data/condensed_params_and_db_0/49
ultra_large/ligand_inputs/condensed_params_and_db_0/50,ultra_large/output_data/condensed_params_and_db_0/50
