ZINC000615622500.sdf,310.251
ZINC000651262870.sdf,287.638
ZINC000237938360.sdf,270.23
ZINC000415558697.sdf,302.232
ZINC000518842864.sdf,367.757
ZINC000127859549.sdf,290.079
ZINC000549719643.sdf,383.76
ZINC000547933290.sdf,280.213
ZINC000130532671.sdf,322.277
ZINC000640028109.sdf,320.081
ZINC000609076791.sdf,351.078
ZINC000247398558.sdf,262.207
ZINC000375299581.sdf,312.243
ZINC000176752603.sdf,350.149
ZINC000437075156.sdf,278.264
ZINC000572302473.sdf,248.2
ZINC000362128724.sdf,302.652
ZINC000449156693.sdf,299.258
ZINC000480408888.sdf,343.724
ZINC000601953994.sdf,306.278
ZINC000092642352.sdf,268.253
ZINC000358506216.sdf,305.227
ZINC000275579920.sdf,353.235
ZINC000339204163.sdf,329.666
ZINC000467716766.sdf,344.103
AVERAGE,311.5622
