ligand,best_ddg,ddg_rank,ddg_percentile,best_interaction,interaction_rank,interaction_percentile,best_real_motif_count,real_motif_count_rank,real_motif_count_percentile,best_real_motif_ratio,real_motif_ratio_rank,real_motif_ratio_percentile,
Z8739902234,-20.198272,16,0.00180241072434381,11.0,91,0.010251210994705419,4.0,98,0.011039765686605835,0.666667,448,0.05046750028162668,
Z8739902231,-19.979135,22,0.0024783147459727386,11.0,91,0.010251210994705419,3.0,614,0.0691675115466937,0.5,1305,0.14700912470429198,
Z4315497494,-19.617113,30,0.0033795201081446434,10.0,639,0.0719837783034809,5.0,14,0.0015771093838008337,0.625,822,0.09259885096316323,
Z8718594710,-19.408419,33,0.0037174721189591076,8.0,4688,0.5281063422327363,2.0,2394,0.26968570462994257,0.666667,448,0.05046750028162668,
Z8718594701,-17.092035,294,0.033119297059817504,9.0,2275,0.25628027486763544,3.0,614,0.0691675115466937,0.5,1305,0.14700912470429198,
Z8718594704,-16.370642,529,0.05959220457361721,10.0,639,0.0719837783034809,3.0,614,0.0691675115466937,0.6,835,0.09406330967669257,
Z3831472882,-15.691986,870,0.09800608313619466,9.0,2275,0.25628027486763544,4.0,98,0.011039765686605835,0.5,1305,0.14700912470429198,
Z4415557415,-15.417397,1047,0.11794525177424806,10.0,639,0.0719837783034809,3.0,614,0.0691675115466937,0.75,153,0.01723555255153768,
Z8739905023,-13.804121,2651,0.298636926889715,8.0,4688,0.5281063422327363,3.0,614,0.0691675115466937,0.6,835,0.09406330967669257,
