	dmso-mut	drug-mut
0	1.2279212039683511	1.2662632572359
1	1.3289559424190769	1.1534431673209404
2	0.8829816907163971	1.3842559613829188
3	1.1996838648596826	1.3260823584074821
4	1.0027425901437927	1.3619326573961448
5	1.6179212184322262	1.1273621568055574
6	1.327614053757637	1.3304171120956803
7	1.24959717759736	1.54207166231221
8	1.3798653903005975	1.4945964993063894
9	1.6293592278367108	1.5159761257061686
10	1.537731965642956	1.3579755341007154
11	1.4364461546175171	1.6049716028164756
12	1.2995571276664595	
