	dmso-wt	drug-wt
0	440.14285714285717	722.8571428571429
1	356.0	504.57142857142856
2	971.0	571.2857142857143
3	1021.4285714285714	555.4285714285714
4	925.7142857142857	1467.4285714285713
5	353.42857142857144	872.4285714285714
6	462.85714285714283	388.2857142857143
7	1569.857142857143	883.0
8	759.7142857142857	591.8571428571429
9	575.0	1200.0
10	584.7142857142857	1434.7142857142858
11	627.0	568.2857142857143
12	365.57142857142856	718.5714285714286
13	1161.142857142857	1557.857142857143
14		303.85714285714283
15		322.57142857142856
16		890.7142857142857
17		278.42857142857144
18		356.2857142857143
19		576.2857142857143
