	dmso	drug
0	273.4516129032258	401.1774193548387
1	249.1451612903226	423.06451612903226
2	361.46774193548384	226.7741935483871
3	270.61290322580646	246.70967741935485
4	308.9193548387097	202.4516129032258
5	354.3709677419355	331.03225806451616
6	512.758064516129	456.6774193548387
7	338.64516129032256	451.61290322580646
8	412.7096774193548	772.483870967742
9	685.8870967741935	529.8548387096774
10	578.9032258064516	718.8387096774194
11	282.83870967741933	681.7096774193549
12	995.8709677419355	621.4032258064516
13	330.88709677419354	624.5967741935484
14	607.4354838709677	255.0483870967742
15	360.0967741935484	799.8709677419355
16	386.33870967741933	694.016129032258
17	362.258064516129	463.4032258064516
18	466.96774193548384	380.2741935483871
19		451.19354838709677
20		281.80645161290323
21		336.4516129032258
22		372.1290322580645
23		386.1774193548387
24		590.0645161290323
