	dmso-mut	drug-mut
0	5.380952380952381	9.833333333333334
1	9.476190476190476	5.714285714285714
2	6.0476190476190474	5.785714285714286
3	9.642857142857142	4.476190476190476
4	5.690476190476191	7.380952380952381
5	4.5	9.738095238095237
6	2.5238095238095237	9.619047619047619
7	6.571428571428571	9.857142857142858
8	9.547619047619047	5.857142857142857
9	8.523809523809524	9.952380952380953
10	9.380952380952381	9.547619047619047
11	8.69047619047619	9.833333333333334
12	8.214285714285714	9.476190476190476
13	9.785714285714286	
14	9.452380952380953	
