	dmso-mut	drug-mut
0	4654.080725013648	11507.858333961296
1	6211.5426073784765	65930.9507013307
2	4685.704414197718	36092.13235707986
3	3790.60003062018	190219.49304879253
4	14528.238694141472	17033.277829126055
5	29532.527240586707	22871.29810203984
6	96817.42313570374	6244.045788576167
7	2666.400025706404	4938.765236906761
8	2347.5452298526434	15440.24448986759
9	4007.365758460534	11830.806865677034
10	1266.171538510839	14912.046219812468
11	9334.473036969803	12227.798638949853
12	4594.35630925822	21041.506689457867
13	4020.313964512937	
14	8926.942794554887	
