	dmso-mut	drug-mut
0	67222.72240042122	34706.61001563222
1	88559.69788445251	140111.5161590729
2	63522.775113908836	77460.31595786534
3	41833.93631093091	18687.521268941477
4	246093.19220461327	182018.94113637827
5	20343.6227110999	189528.35288422694
6	11414.411848164824	35498.680022714776
7	27541.897381727144	15765.52238475574
8	28102.250551110614	37032.019922198735
9	22948.008601353595	31362.97132246576
10	112587.73072604259	117626.2967553344
11	68052.77474723481	48972.46873731403
12	30787.717173666046	22226.807986436197
13	23916.237574813797	
14	5778.955730804764	
