	dmso-wt	drug-wt
0	1.221096459084168	1.309804809686327
1	1.1978170057208941	1.367756991694306
2	1.1459504605444422	1.479210270041696
3	1.2568485556426552	1.232547012481257
4	1.2977000507015772	1.322303726760003
5	1.3225840364363008	1.2639514043440645
6	1.3633078934833833	0.9232344893045625
7	1.4501824844769104	1.065708170547859
8	1.428749442656115	1.1365635864130381
9	1.334285107451313	1.312957691225879
10	1.4678581944067577	1.492603910309712
11	1.4719762846822437	1.613631535659407
12	1.302393217208421	1.5090734677402875
13	1.3378015377362245	1.5762125763608075
14	1.3146882415633185	1.4170548483494392
15	1.2813194243916934	1.6371069010224601
16	1.2445440923007587	1.3630303496388685
17	1.4226175788507103	1.4551565078764057
