	dmso-wt	drug-wt
0	28.352941176470587	28.735294117647058
1	34.35294117647059	20.647058823529413
2	37.6764705882353	39.470588235294116
3	29.029411764705884	26.441176470588236
4	29.235294117647058	16.294117647058822
5	30.61764705882353	32.35294117647059
6	31.852941176470587	26.323529411764707
7	33.470588235294116	39.029411764705884
8	29.764705882352942	36.088235294117645
9	24.705882352941178	24.0
10	37.8235294117647	35.0
11	24.91176470588235	33.35294117647059
12	31.5	20.0
13	27.352941176470587	23.08823529411765
14	38.61764705882353	34.794117647058826
15	40.8235294117647	23.470588235294116
16	29.029411764705884	35.205882352941174
17	29.058823529411764	29.441176470588236
