	dmso	dmso
0	2.58	2.9316666666666666
1	1.4216666666666666	1.0816666666666668
2	1.7816666666666667	2.3533333333333335
3	1.835	2.5433333333333334
4	2.0083333333333333	1.8783333333333334
5	0.87	7.895
6	1.2466666666666666	2.1133333333333333
7	1.6266666666666667	2.6016666666666666
8	1.745	12.786666666666667
9	0.9716666666666667	2.9466666666666668
10	3.6283333333333334	22.005
11	0.6483333333333333	6.7316666666666665
12	1.5133333333333334	4.343333333333334
13	2.4383333333333335	3.9483333333333333
14	4.375	6.011666666666667
15	2.1883333333333335	5.3116666666666665
16	1.22	2.905
17	1.5433333333333332	1.6566666666666667
18	2.045	6.036666666666667
19	1.245	3.8316666666666666
20	1.6383333333333334	4.293333333333333
21	3.7333333333333334	3.223333333333333
22	1.6083333333333334	
23	1.5083333333333333	
24	1.6516666666666666	
25	2.216666666666667	
