	dmso_wt	dmso_het
0	109.71428571428571	75.5952380952381
1	77.96428571428571	119.41666666666667
2	242.86904761904762	324.79761904761904
3	49.61904761904762	169.07142857142858
4	134.25	162.36904761904762
5	160.5595238095238	241.97619047619048
6	93.46428571428571	326.85714285714283
7	144.60714285714286	128.1904761904762
8	184.91666666666666	169.66666666666666
9	62.67857142857143	227.5952380952381
10	154.32142857142858	373.82142857142856
11	92.01190476190476	100.17857142857143
12	151.5952380952381	149.96428571428572
13	28.38095238095238	318.42857142857144
14	168.61904761904762	295.0
15	39.095238095238095	198.03571428571428
16	85.5952380952381	331.2738095238095
17	191.77380952380952	122.25
18	140.45238095238096	404.2142857142857
19	176.13095238095238	256.92857142857144
20	248.70238095238096	253.38095238095238
21	185.8452380952381	262.89285714285717
22	118.04761904761905	
23	152.0595238095238	
24	151.52380952380952	
25	151.79761904761904	
