7sr8_receptor_only_s_2740____10543160____8273626__0_1_0	0.461753189564
7sr8_receptor_only_s_2740____10428474____8363926__0_155_0	0.467335402966
00463_compare_7sr8_receptor_only_m_40____23060818____23157614__0_1_0	0.473985433578
00382_compare_7sr8_receptor_only_m_276452____27417738____14223478____27481924__0_1_0	0.487343370914
00187_compare_7sr8_receptor_only_m_276452____27417738____14224834____21065840__0_1_0	0.502552330494
00379_compare_7sr8_receptor_only_m_276452____27418438____27507470____21064426__0_1_0	0.505370736122
00298_compare_7sr8_receptor_only_m_276452____21206396____27520148____21064762__0_1_0	0.506916999817
00448_compare_7sr8_receptor_only_m_276452____27417920____27523478____21064896__0_1_0	0.514518857002
00289_compare_7sr8_receptor_only_m_276452____27418972____27487796____27481924__0_1_0	0.523481011391
00039_compare_7sr8_receptor_only_m_281630____20792148____21624538____20773010__0_1_0	0.537258505821
00049_compare_7sr8_receptor_only_m_276452____27417668____27519188____21064896__0_1_0	0.550289869308
00497_compare_7sr8_receptor_only_m_276452____21206322____14224412____21065840__0_1_0	0.563188910484
00419_compare_7sr8_receptor_only_m_276452____27418972____27508276____21064858__0_1_0	0.564153313637
00276_compare_7sr8_receptor_only_m_281630____20792148____21619744____20772846__0_6_0	0.574562489986
00304_compare_7sr8_receptor_only_m_276452____27418972____27496362____21064454__0_1_0	0.576476514339
00237_compare_7sr8_receptor_only_m_276452____27418282____28137558____21064450__0_1_0	0.596965372562
7sr8_receptor_only_s_40____13262698____21848830__0_1_0	0.602040827274
7sr8_receptor_only_s_40____15758116____17605624__0_2_0	0.674263358116
00203_compare_7sr8_receptor_only_m_280530____18849094____18895932____23096090__0_19_0	0.719269096851
00354_compare_7sr8_receptor_only_m_280530____18817246____23074296____23096090__0_59_0	0.719700038433
00054_compare_7sr8_receptor_only_m_276452____27417670____27510488____21067174__0_1_0	0.725430369377
00176_compare_7sr8_receptor_only_m_280530____18822580____18862140____23096090__0_1_0	0.755516529083
7sr8_receptor_only_s_68____27746936____22165732__0_2_0	0.820497989655
00248_compare_7sr8_receptor_only_m_282730____26108702____26278922____26153818__0_14_0	0.824080586433
