	dmso-het	drug-het
0	12.167714884696016	21.005765199161427
1	9.17269392033543	12.34748427672956
2	14.924004192872117	16.62814465408805
3	12.1375786163522	13.912473794549266
4	15.832023060796645	18.08700209643606
5	16.83149895178197	18.484538784067087
6	7.994496855345912	18.47798742138365
7	18.38364779874214	17.601153039832287
8	10.473794549266247	20.09119496855346
9	12.5041928721174	19.8624213836478
10	18.921907756813418	18.808962264150942
11	17.19916142557652	16.365828092243188
12	13.622117400419286	13.889675052410901
13	17.820230607966458	11.085953878406709
14	12.272798742138365	20.57704402515723
15	13.85482180293501	9.212526205450734
