	dmso-mut	drug-mut
0	6.2976190476190474	21.364285714285714
1	12.709523809523809	36.095238095238095
2	23.697619047619046	42.74047619047619
3	23.042857142857144	32.464285714285715
4	4.559523809523809	38.71666666666667
5	23.330952380952382	37.15714285714286
6	30.24047619047619	59.38333333333333
7	28.49047619047619	50.30714285714286
8	18.11904761904762	57.06190476190476
9	7.997619047619048	45.857142857142854
10	11.207142857142857	43.542857142857144
11	12.723809523809523	52.714285714285715
12	10.816666666666666	56.99523809523809
13	12.023809523809524	
14	11.361904761904762	
