	dmso-mut	drug-mut
0	13845.31638120521	3505.307799664868
1	12977.902647203577	9243.315249370298
2	4063.7020707149372	1551.2281819634297
3	4973.897427542809	2052.4400891490554
4	23332.841293847137	1899.5987065039049
5	6904.446044165581	1746.3857405673436
6	2795.395083366152	291.57493194572163
7	2406.1375317407355	970.5567362412067
8	3615.235964710969	842.8408477936692
9	9372.977876897445	3110.8935729948926
10	7100.343257605976	3320.142142251466
11	5343.055990544113	905.8806531273049
12	5659.304725811059	884.035052262093
13	7294.063606047704	
14	6322.984588277324	
