	dmso-het	drug-het
0	58.083333333333336	116.17857142857143
1	55.166666666666664	49.70238095238095
2	64.91666666666667	18.94047619047619
3	40.36904761904762	114.0952380952381
4	31.547619047619047	51.04761904761905
5	95.11904761904762	188.61904761904762
6	46.583333333333336	100.17857142857143
7	27.321428571428573	289.0952380952381
8	63.0	269.64285714285717
9	19.19047619047619	127.80952380952381
10	57.5	210.4047619047619
11	140.75	79.51190476190476
12	168.11904761904762	58.70238095238095
13	130.82142857142858	135.4404761904762
14	44.95238095238095	73.96428571428571
15	98.23809523809524	154.97619047619048
16	38.773809523809526	97.97619047619048
17	128.21428571428572	110.58333333333333
18	76.82142857142857	
